"","hhpiso","hhrooms","hhwater","hhwaterin","hhbano","hhownhouse","hhsize","hhelect","clus","headmale","headage","heademp","wifeage","wifeeduc","headeduc","child_0to5","boy_0to5","index","conspcfood_t0","conspcfood_t1","conspcfood_t2","conspcnonfood_t0","conspcnonfood_t1","conspcnonfood_t2","conspc_t0","conspc_t1","conspc_t2"
"1327",1,2,1,0,1,1,5,1,90,1,53,1,43,2,2,0,0,-1.48450005054474,120.695999145508,434.420013427734,162.639999389648,43.120002746582,46.0833320617676,32.9449996948242,163.816009521484,480.503356933594,195.584991455078
"1328",1,3,1,1,0,1,10,1,90,1,56,1,46,2,6,1,1,-0.362500011920929,165.636001586914,284.619995117188,324.566680908203,91.1866683959961,138.626663208008,15,256.822662353516,423.246643066406,339.566680908203
"1329",1,1,1,1,1,0,4,1,90,1,33,1,33,2,8,2,0,-0.518999993801117,173.339996337891,224.699996948242,185.110000610352,179.639999389648,148.973327636719,17.1399993896484,352.97998046875,373.67333984375,202.25
"1330",1,2,1,1,0,1,10,1,90,1,69,0,46,2,NA,0,0,0.189166665077209,140.628570556641,294.606658935547,217.566665649414,68.3866729736328,174.66667175293,62.3800010681152,209.015243530273,469.273315429688,279.946655273438
"1331",1,2,1,1,1,0,7,1,90,1,48,1,42,2,3,0,0,-0.202499985694885,166.308578491211,265.359985351562,219.502853393555,139.579055786133,160.032379150391,131.834289550781,305.887634277344,425.392364501953,351.337158203125
"1332",1,2,1,0,0,1,5,1,90,2,31,1,NA,2,6,1,0,0.914500057697296,213.143997192383,286.760009765625,325.279998779297,42.7999992370605,60.3786697387695,86,255.944000244141,347.138671875,411.279998779297
"1333",1,1,1,1,0,0,4,1,90,1,28,1,28,3,9,2,2,0.0899999737739563,139.100006103516,248.240005493164,186.179992675781,291.806671142578,359.573333740234,208.403335571289,430.906677246094,607.813354492188,394.583312988281
"1334",1,2,1,1,1,1,6,1,90,1,41,1,38,2,9,0,0,-1.18599998950958,331.700012207031,362.373321533203,428.855987548828,85.0844421386719,77.4066696166992,125.559997558594,416.784454345703,439.779998779297,554.416015625
"1335",1,2,1,1,1,1,7,1,90,1,56,1,43,2,1,2,0,-1.07309997081757,336.285705566406,165.085708618164,443.285705566406,212.657150268555,47.8571434020996,124.46475982666,548.94287109375,212.942855834961,567.75048828125
"1336",1,1,1,1,1,0,4,1,90,1,21,1,25,2,8,1,1,-0.799000024795532,352.029998779297,317.790008544922,303.023986816406,114.709999084473,156.639999389648,550.949340820312,466.739990234375,474.429992675781,853.973327636719
"1337",1,1,1,0,1,0,6,1,90,1,50,0,44,2,6,2,0,0.662000000476837,189.746673583984,136.246673583984,136.246673583984,82.0022201538086,30.8333320617676,101.942222595215,271.748901367188,167.080001831055,238.188903808594
"1338",1,3,1,1,0,0,8,1,90,1,55,1,53,NA,2,0,0,-1.50485718250275,55.1049995422363,329.559997558594,188.320007324219,60.8199996948242,187.184997558594,76.457145690918,115.925003051758,516.744995117188,264.777160644531
"1339",1,2,1,0,1,0,5,1,90,2,30,1,NA,2,8,3,1,0.402499973773956,117.272003173828,207.151992797852,234.544006347656,36.4186668395996,16.6000003814697,60.2719993591309,153.690673828125,223.751998901367,294.816009521484
"1340",1,2,1,1,0,1,5,1,90,1,46,1,31,2,4,2,2,0.0404999814927578,221.703994750977,259.368011474609,241.391998291016,50.8559989929199,151.376007080078,188.893325805664,272.559997558594,410.744018554688,430.285339355469
"1341",1,1,1,1,1,0,7,1,90,1,45,1,47,2,3,0,0,0.428000032901764,161.417144775391,196.880004882812,171.199996948242,84.7542877197266,19.1771430969238,86.1942901611328,246.171432495117,216.057144165039,257.394287109375
"1342",1,1,1,0,0,1,4,1,90,2,41,1,18,7,5,0,0,-0.958999991416931,113.419998168945,261.079986572266,271.779998779297,82.6166687011719,350.296691894531,133.070007324219,196.036666870117,611.376708984375,404.850006103516
"1343",1,1,1,NA,1,1,8,1,90,2,38,1,18,2,5,2,2,1.28433322906494,148.729995727539,188.320007324219,298.743988037109,60.8316650390625,134.522674560547,67.6559982299805,209.561660766602,322.842681884766,366.399993896484
"1344",1,2,1,0,0,0,7,1,90,1,48,1,38,2,2,0,0,0.0515000186860561,118.617141723633,309.994293212891,294.708557128906,160.064758300781,125.485717773438,177.8076171875,278.681884765625,435.480010986328,472.516174316406
"1345",1,3,1,1,1,1,7,1,90,1,42,1,41,2,6,2,1,-0.218666672706604,180.371429443359,209.10856628418,369.302856445312,284.691436767578,81.3657150268555,110.491424560547,465.062866210938,290.474273681641,479.794281005859
"1346",1,2,1,1,0,0,9,1,90,1,43,1,37,NA,NA,2,1,0.144500017166138,180.830001831055,196.024002075195,302.167999267578,65.1999969482422,24.3560009002686,115.441329956055,246.029998779297,220.380004882812,417.609313964844
"1347",1,2,1,1,0,1,5,1,90,1,51,1,47,2,3,0,0,-0.623166680335999,180.615997314453,312.440002441406,333.839996337891,84.5893249511719,156.046661376953,178.016662597656,265.205322265625,468.486663818359,511.856658935547
"1348",1,1,1,1,1,1,4,1,90,1,75,1,36,6,NA,0,0,0.176999986171722,273.920013427734,388.053344726562,292.466674804688,37.4333343505859,45,49.5377769470215,311.353332519531,433.053344726562,342.004455566406
"1349",0,2,1,1,0,0,6,1,90,1,35,1,35,3,7,1,1,0.208999991416931,149.086669921875,161.213333129883,183.32666015625,43.7622222900391,32.695556640625,43.093334197998,192.848892211914,193.908889770508,226.419998168945
"1350",1,1,1,1,0,0,5,1,90,1,25,1,25,2,9,3,1,-0.425000011920929,214,289.613342285156,278.200012207031,51.6479988098145,120.037780761719,56.9799995422363,265.648010253906,409.651123046875,335.180023193359
"1351",1,1,1,0,1,0,5,1,90,1,28,1,29,6,6,1,1,0.0970000028610229,265.359985351562,383.488006591797,344.967987060547,17.7119998931885,167.101333618164,137.925323486328,283.071990966797,550.58935546875,482.893310546875
"1352",1,1,0,0,1,0,4,0,90,2,35,1,NA,2,14,1,1,0.0170000176876783,292.109985351562,302.809997558594,707.27001953125,198.66667175293,224.226654052734,326.863342285156,490.776672363281,527.03662109375,1034.13330078125
"1353",1,3,1,1,1,1,8,1,90,1,50,1,45,3,9,0,0,-1.31266665458679,174.868576049805,81.7955551147461,254.354278564453,8.65142822265625,49.7733306884766,42.2057113647461,183.520004272461,131.568878173828,296.559997558594
"1354",1,1,1,1,1,1,7,1,90,1,27,1,39,3,8,3,2,-0.275499999523163,239.068572998047,354.628570556641,363.799987792969,51.1828575134277,196.217132568359,358.118347167969,290.251434326172,550.845703125,721.918334960938
"1355",1,2,1,0,1,0,4,1,90,1,24,1,24,3,7,1,0,-1.12900006771088,338.119995117188,385.200012207031,323.140014648438,72.0166625976562,168.190002441406,201.753326416016,410.136657714844,553.390014648438,524.893310546875
"1356",0,1,1,1,0,1,6,1,90,1,33,1,35,2,9,1,0,1.82999992370605,163.353332519531,128.399993896484,149.086669921875,42.379997253418,43.6111106872559,141.817779541016,205.733337402344,172.011108398438,290.904449462891
"1357",1,2,1,1,0,0,7,1,90,2,44,1,20,2,4,1,0,0.325499951839447,190.765716552734,201.160003662109,221.703994750977,113.984756469727,64.3257141113281,125.973327636719,304.75048828125,265.485717773438,347.677307128906
"1358",1,3,1,1,1,0,10,1,90,2,55,1,32,9,1,1,1,-0.0256666559726,126.26000213623,200.446670532227,346.679992675781,76.3506622314453,69.4755554199219,258.92333984375,202.610656738281,269.922241210938,605.603332519531
"1359",1,1,1,1,0,1,10,1,90,1,56,0,46,2,3,1,1,-0.343166679143906,260.223999023438,208.293334960938,274.633331298828,83.9733352661133,67.7333374023438,93.7777786254883,344.197326660156,276.026672363281,368.411102294922
"1360",1,2,1,0,1,1,8,1,90,1,71,0,71,2,NA,3,0,0.944999992847443,232.190002441406,393.225006103516,260.545013427734,188.830001831055,304.410003662109,118.66667175293,421.02001953125,697.635009765625,379.211669921875
"1361",1,1,1,1,0,1,6,1,90,1,28,0,28,3,16,2,1,0.921999990940094,119.839996337891,130.539993286133,138.386672973633,19.4444427490234,34.4444465637207,116.153335571289,139.284439086914,164.984436035156,254.540008544922
"1362",1,2,1,1,0,1,5,1,90,1,34,1,35,2,3,0,0,-1.17350006103516,277.343994140625,576.088012695312,664.255981445312,61.3093338012695,145.080001831055,328.053344726562,338.6533203125,721.168029785156,992.309326171875
"1363",1,1,1,0,0,0,13,1,90,2,36,1,NA,2,6,0,0,-0.64422219991684,193.669998168945,211.860000610352,295.320007324219,49.0900001525879,99.0433349609375,5,242.759994506836,310.9033203125,300.320007324219
"1364",0,1,1,1,0,0,6,1,90,1,32,1,30,2,2,2,1,1.27499997615814,248.240005493164,275.754272460938,283.015014648438,32.8600006103516,78.2857131958008,68.9250030517578,281.100006103516,354.039978027344,351.940002441406
"1365",0,1,1,0,0,1,5,1,90,1,41,1,29,NA,NA,1,1,1.77799987792969,155.792007446289,256.799987792969,37.8066673278809,36.2719993591309,27.2479991912842,22.3799991607666,192.064010620117,284.047973632812,60.1866683959961
"1366",1,2,1,1,1,1,6,1,90,1,34,1,70,2,9,0,0,-0.668500006198883,120.553337097168,376.640014648438,168.754287719727,52.2533340454102,229,67.3809509277344,172.806671142578,605.640014648438,236.135238647461
"1367",0,1,1,1,1,0,4,1,90,1,30,0,27,3,9,2,1,-0.21000000834465,257.869995117188,257.869995117188,436.559997558594,107.923332214355,171.633331298828,181.209991455078,365.793334960938,429.503326416016,617.77001953125
"1368",1,1,1,0,0,0,7,1,90,1,32,1,32,3,8,1,1,1.04599988460541,189.542861938477,241.514282226562,247.705001831055,45.4457168579102,26.2228565216064,87.4333343505859,234.988586425781,267.737152099609,335.138336181641
"1369",1,2,1,0,0,1,9,1,90,1,40,1,41,2,3,0,0,-0.806699991226196,97.9644470214844,178.33332824707,170.248886108398,22.1585178375244,77.2177810668945,52.1111106872559,120.12296295166,255.551116943359,222.360000610352
"1370",1,2,1,1,1,1,5,1,90,1,46,1,43,0,2,0,0,-1.28033339977264,144.664001464844,392.333343505859,523.586669921875,20.8400001525879,87.6133346557617,112.613334655762,165.503997802734,479.946685791016,636.200012207031
"1371",1,1,1,1,0,1,7,1,90,1,26,1,23,2,3,3,1,1.72699999809265,65.4228591918945,160.194290161133,281.410003662109,50,60.2190475463867,29.2166652679443,115.422859191895,220.413330078125,310.626678466797
"1372",1,2,1,1,1,0,5,1,90,2,38,1,34,3,15,1,1,-0.081333339214325,260.223999023438,243.960006713867,353.100006103516,97.9759979248047,50.8346672058105,332.049987792969,358.200012207031,294.794677734375,685.150024414062
"1373",0,3,1,0,0,1,5,1,90,1,41,1,39,3,9,0,0,-0.39916667342186,297.888000488281,402.320007324219,337.264007568359,306.578674316406,92.0053329467773,284.223999023438,604.466674804688,494.325347900391,621.488037109375
"1374",1,2,1,1,1,1,5,1,90,1,41,1,43,2,6,0,0,-0.944999992847443,219.136001586914,214.856002807617,209.720001220703,20.2346668243408,57.1893310546875,124.54133605957,239.370666503906,272.045349121094,334.261352539062
"1375",1,1,1,1,0,0,5,1,90,1,34,1,34,2,7,1,1,-0.41499999165535,185.751998901367,201.160003662109,184.753326416016,77.9599990844727,141.111114501953,56,263.712005615234,342.271118164062,240.753326416016
"1376",1,2,1,1,0,0,6,1,90,1,28,1,29,2,NA,1,0,0.520000040531158,141.240005493164,323.853332519531,394.473327636719,91.1466674804688,54.5488891601562,121.577774047852,232.386672973633,378.402221679688,516.051086425781
"1377",0,2,1,1,0,1,8,1,90,1,25,1,37,NA,6,0,0,0.922333300113678,365.63427734375,394.295013427734,424.671112060547,111.965705871582,66.0816650390625,151.367401123047,477.599975585938,460.376678466797,576.038513183594
"1378",1,2,1,1,0,1,5,1,90,1,30,1,35,2,4,1,1,0.185500025749207,447.68798828125,470.799987792969,260.223999023438,323.650665283203,197.394668579102,258.186676025391,771.338623046875,668.194641113281,518.41064453125
"1379",0,1,0,0,0,0,5,1,90,1,67,0,68,2,NA,0,0,2.04699993133545,196.024002075195,250.807998657227,278.200012207031,135.063995361328,28.9253330230713,23,331.088012695312,279.733337402344,301.200012207031
"1380",0,1,1,1,0,1,5,1,90,1,52,1,47,2,NA,0,0,0.857999980449677,204.583999633789,196.16667175293,273.920013427734,108.565330505371,6.89999961853027,57.973331451416,313.149322509766,203.066665649414,331.893341064453
"1381",1,1,1,0,0,0,5,1,90,2,30,1,NA,2,4,3,2,1.45799994468689,229.408004760742,172.055999755859,480.429992675781,60.4693298339844,61.568000793457,176.639999389648,289.877319335938,233.623992919922,657.070007324219
"1382",0,1,0,0,0,0,5,1,90,1,33,1,28,2,8,2,1,0.560000002384186,242.248001098633,324.424011230469,351.816009521484,50.1520004272461,106.626663208008,89.120002746582,292.399993896484,431.050659179688,440.936004638672
"1383",0,3,0,0,1,0,8,1,90,1,45,1,41,2,6,1,1,-1.10966670513153,369.149993896484,47.0800018310547,196.880004882812,238.679992675781,71.6666641235352,6.18666648864746,607.829956054688,118.74666595459,203.066665649414
"1384",1,2,0,0,0,0,8,1,90,1,44,1,39,2,1,1,0,0.486333310604095,136.425003051758,263.933319091797,240.155548095703,63.6599998474121,65.8622283935547,140.062225341797,200.085006713867,329.795532226562,380.2177734375
"1385",0,1,0,0,0,1,5,1,90,1,76,1,74,NA,NA,0,0,1.59699988365173,165.207992553711,236.255996704102,281.053344726562,85.2639999389648,43.8319969177246,195.471115112305,250.471984863281,280.087982177734,476.524475097656
"1386",1,3,1,0,1,0,6,1,90,1,41,1,30,3,6,0,0,-0.868000030517578,328.133331298828,253.376007080078,295.931427001953,102.273330688477,162.66667175293,167.017150878906,430.406677246094,416.042663574219,462.948577880859
"1387",0,1,1,1,0,0,6,1,90,1,31,1,27,2,6,2,1,1.53399991989136,89.1666641235352,207.885711669922,221.948577880859,75.2311172485352,67.5447616577148,96.605712890625,164.39778137207,275.430480957031,318.554290771484
"1388",1,1,1,1,0,0,4,1,90,1,38,1,24,3,6,2,2,0.139999985694885,307.089996337891,199.020004272461,249.309997558594,20.8066673278809,36.9033355712891,119.903335571289,327.896667480469,235.92333984375,369.213317871094
"1389",1,2,1,1,0,0,4,1,90,1,34,1,30,2,8,0,0,-0.412999987602234,222.559997558594,195.809997558594,125.071113586426,82.1600036621094,105.319999694824,83.0859222412109,304.720001220703,301.130004882812,208.157043457031
"1390",0,2,1,0,0,0,5,1,90,1,31,1,33,3,6,1,1,0.459500014781952,330.415985107422,232.832000732422,255.087997436523,59.5946655273438,112.045333862305,213.333343505859,390.010650634766,344.877319335938,468.421325683594
"1391",1,2,1,1,1,0,6,1,90,1,33,1,28,3,5,1,0,0.135999977588654,251.093338012695,246.100006103516,267.5,192.982223510742,190.377777099609,135.713333129883,444.075561523438,436.477783203125,403.213317871094
"1392",1,2,1,1,0,0,5,1,90,1,57,1,39,2,3,0,0,-0.0761666893959045,92.447998046875,183.184005737305,223.416000366211,10.1999998092651,206.669326782227,196.978668212891,102.647994995117,389.853332519531,420.394653320312
"1393",1,3,1,1,1,1,16,1,90,1,57,0,56,2,3,1,0,-1.32500004768372,499.903991699219,192.600006103516,284.976654052734,108.879997253418,59.5226669311523,79.283332824707,608.783996582031,252.122680664062,364.259979248047
"1394",1,2,1,1,0,1,8,1,90,1,43,1,40,2,2,0,0,-0.14599996805191,146.054992675781,185.110000610352,284.619995117188,5.81500005722046,28.4449996948242,27.7933330535889,151.869995117188,213.554992675781,312.413330078125
"1395",0,1,1,0,0,0,5,1,90,1,34,1,30,NA,NA,1,1,0.946999967098236,273.920013427734,340.68798828125,385.200012207031,119.839996337891,141.869323730469,203.799987792969,393.760009765625,482.557312011719,589
"1396",1,2,1,0,0,1,6,1,90,1,50,0,47,6,NA,1,0,-0.409000009298325,183.32666015625,161.417144775391,331.700012207031,342.888885498047,116.731430053711,176.377777099609,526.215576171875,278.148559570312,508.077789306641
"1397",0,1,1,0,0,1,5,1,90,1,40,1,34,3,3,0,0,-0.0559999980032444,206.296005249023,242.248001098633,138.671997070312,123.279998779297,119.952003479004,129.533325195312,329.575988769531,362.200012207031,268.205322265625
"1398",0,1,1,1,0,1,7,1,90,1,37,1,49,2,1,0,0,0.811666667461395,181.594284057617,201.771423339844,160.5,42.2990493774414,52.8571434020996,33.060001373291,223.893341064453,254.628570556641,193.559997558594
"1399",0,1,1,1,0,1,7,1,90,1,38,1,34,2,9,1,0,0.512999951839447,309.382843017578,299.600006103516,367.545013427734,33.533332824707,82.8199996948242,45.7999992370605,342.916168212891,382.420013427734,413.345001220703
"1400",0,1,1,NA,0,1,4,1,90,1,24,1,20,3,NA,2,2,0.920000016689301,50.2900009155273,176.550003051758,240.75,33.5699996948242,597.413330078125,7.32000017166138,83.8600006103516,773.963317871094,248.070007324219
"1401",1,1,1,1,0,1,6,1,90,1,32,1,32,2,3,2,0,1.01999998092651,206.866668701172,276.773345947266,323.140014648438,80.5200042724609,108.713333129883,38.288890838623,287.386657714844,385.486694335938,361.428894042969
"1402",1,2,1,0,0,1,4,1,90,1,72,1,64,2,NA,0,0,0.653000056743622,160.5,236.470001220703,339.190002441406,158.306671142578,22.6700000762939,23.6000003814697,318.806671142578,259.140014648438,362.790008544922
"1403",1,2,1,0,0,0,7,1,90,1,28,1,30,2,4,2,1,0.263499975204468,244.571426391602,234.177139282227,323.674987792969,95.0723876953125,113.131423950195,76.3499984741211,339.643798828125,347.308563232422,400.024993896484
"1404",1,1,1,0,1,0,5,1,90,1,23,1,24,3,NA,3,0,0.926999986171722,291.040008544922,202.871994018555,269.640014648438,182.136001586914,78.4079971313477,55.9786682128906,473.176025390625,281.279998779297,325.618682861328
"1405",0,1,1,0,0,0,4,1,90,1,21,1,19,2,NA,2,1,-0.0720000267028809,167.990005493164,301.739990234375,381.989990234375,17.5,51.0499992370605,44.9333343505859,185.490005493164,352.789978027344,426.92333984375
"1406",1,2,1,1,0,1,5,1,90,1,47,1,42,2,3,1,1,-0.648166656494141,118.127998352051,535.713317871094,272.697143554688,55.9306640625,103.315559387207,85.2571487426758,174.058654785156,639.028869628906,357.954284667969
"1407",0,1,1,1,0,1,6,0,90,1,32,1,29,3,3,1,1,1.49499988555908,150.513336181641,211.860000610352,242.248001098633,33.1911125183105,77.6511154174805,77.6959991455078,183.704452514648,289.511108398438,319.944000244141
"1408",0,1,1,1,1,1,4,1,90,1,27,1,24,6,9,2,2,-0.293999999761581,367.010009765625,263.220001220703,453.679992675781,94,62.3333320617676,112.639999389648,461.010009765625,325.553344726562,566.320007324219
"1409",1,1,1,1,1,1,4,1,90,1,23,1,24,4,1,2,1,-0.208999991416931,237.539993286133,400.179992675781,434.420013427734,77,275.613342285156,307.869995117188,314.539978027344,675.793334960938,742.2900390625
"1410",0,1,1,1,0,1,7,1,90,1,37,1,42,2,NA,2,1,2.43599987030029,28.7371425628662,170.588577270508,217.668563842773,48.2304763793945,32.0285720825195,58.9371452331543,76.9676208496094,202.617156982422,276.605712890625
"1411",1,2,1,0,1,1,5,1,90,1,47,1,44,NA,NA,0,0,-0.975499987602234,165.207992553711,662.330017089844,323.140014648438,58.7333335876465,266.533325195312,131.059997558594,223.941329956055,928.863342285156,454.200012207031
"1412",1,3,1,1,1,1,9,1,90,1,64,1,59,NA,NA,2,1,0.231899976730347,52.7866668701172,315.293334960938,421.579986572266,32.5377769470215,188.906661987305,412.453338623047,85.3244476318359,504.200012207031,834.033325195312
"1413",1,2,1,0,1,1,7,1,90,1,58,1,52,2,2,2,1,-0.0515000261366367,76.4285736083984,226.839996337891,261.079986572266,54.7523803710938,93.8000030517578,105.285713195801,131.180953979492,320.640014648438,366.365692138672
"1414",1,2,1,0,0,1,5,1,90,2,34,1,NA,4,3,0,0,0.140500009059906,101.008003234863,200.304000854492,347.536010742188,87.7386627197266,38.984001159668,104.319999694824,188.746673583984,239.287994384766,451.856018066406
"1415",1,1,1,0,1,0,8,1,90,1,31,0,32,NA,4,1,0,1.00199997425079,160.5,250.380004882812,230.692001342773,60.7799987792969,72.8244476318359,119.038665771484,221.279998779297,323.204467773438,349.730651855469
"1416",0,2,1,0,1,0,8,1,90,1,29,1,27,3,9,3,0,1.43499994277954,328.489990234375,264.825012207031,284.084991455078,99.8800048828125,71.591667175293,95.5,428.369995117188,336.416687011719,379.584991455078
"1417",1,1,1,0,1,1,4,0,90,1,30,1,23,2,4,2,2,-0.685999989509583,243.960006713867,241.820007324219,278.200012207031,49.9733352661133,58.6033325195312,6.25,293.933349609375,300.42333984375,284.450012207031
"1418",1,2,1,0,1,0,7,1,90,1,68,1,64,NA,NA,1,1,-0.051083330065012,155.302856445312,190.031997680664,197.735992431641,34.6914291381836,51.5999984741211,171.007995605469,189.994293212891,241.631988525391,368.743988037109
"1419",1,1,1,0,1,1,4,1,90,2,32,1,NA,2,9,1,0,-0.0879999995231628,326.350006103516,292.109985351562,592.780029296875,168.783340454102,25.8899993896484,134.199996948242,495.133361816406,318,726.980041503906
"1420",1,2,1,1,1,1,5,1,90,1,50,1,43,2,14,1,0,-0.508333325386047,326.992004394531,421.152008056641,317.575988769531,46.3546676635742,145.045333862305,71.5039978027344,373.3466796875,566.197326660156,389.079986572266
"1421",1,3,1,1,1,1,5,1,90,1,39,1,38,2,NA,0,0,-0.913333356380463,247.384002685547,132.679992675781,310.299987792969,69.984001159668,32.5,106.223335266113,317.368011474609,165.179992675781,416.523315429688
"1422",0,3,1,1,1,1,11,1,90,1,49,1,43,2,NA,1,1,-0.0826619267463684,118.672729492188,229.408004760742,299.600006103516,52.4739379882812,316.165344238281,84.7600021362305,171.146667480469,545.573364257812,384.360015869141
"1423",1,2,1,1,1,0,5,1,90,1,30,1,31,3,9,1,0,-0.27250000834465,119.839996337891,285.903991699219,231.119995117188,58.8880004882812,102.125335693359,127.408004760742,178.727996826172,388.029327392578,358.528015136719
"1424",1,1,1,1,1,0,8,1,91,1,26,1,18,2,4,3,1,0.767999947071075,115.559997558594,177.192001342773,386.055999755859,108.362670898438,138.824005126953,100.898666381836,223.922668457031,316.015991210938,486.954650878906
"1425",1,1,0,0,0,1,4,1,91,1,40,1,34,2,NA,1,0,0.0310000162571669,360.589996337891,377.709991455078,307.089996337891,56.0699996948242,136.976669311523,148.00666809082,416.660003662109,514.686645507812,455.0966796875
"1426",1,1,1,1,1,0,4,1,91,1,28,1,24,2,6,1,1,-0.78766667842865,186.179992675781,314.579986572266,630.22998046875,93.0666656494141,359.876678466797,370.059997558594,279.246643066406,674.456665039062,1000.28997802734
"1427",1,3,0,0,1,1,9,1,91,1,50,1,45,NA,4,2,1,0.716749966144562,199.257781982422,244.435562133789,206.866668701172,72.5777740478516,78.2859268188477,74.4859313964844,271.835571289062,322.721496582031,281.352600097656
"1428",1,2,0,0,1,1,6,1,91,1,46,1,45,2,NA,1,1,-0.915000021457672,321.713348388672,1252.61328125,493.626678466797,135.777770996094,842.582214355469,287.268890380859,457.491119384766,2095.19555664062,780.895568847656
"1429",1,2,1,1,1,1,8,1,91,1,42,1,42,NA,NA,1,1,0.668000042438507,240.214996337891,336.515014648438,345.609985351562,116.618339538574,119.078330993652,109.629997253418,356.833343505859,455.593353271484,455.239990234375
"1430",1,2,1,1,1,0,6,1,91,1,36,1,33,NA,NA,1,0,0.370999991893768,205.440002441406,266.073333740234,293.485717773438,66.10888671875,84.67333984375,132.445709228516,271.548889160156,350.746673583984,425.931427001953
"1431",1,1,1,1,1,1,6,1,91,1,42,1,44,2,3,0,0,0.308000028133392,104.146667480469,305.306671142578,416.586669921875,106.63111114502,88.4511108398438,138.933334350586,210.777770996094,393.757781982422,555.52001953125
"1432",1,1,1,1,1,0,4,1,91,1,26,1,21,3,NA,2,1,0.181999981403351,337.049987792969,226.839996337891,419.440002441406,284.623352050781,228.656005859375,205.913330078125,621.67333984375,455.496002197266,625.353332519531
"1433",1,2,1,1,1,1,5,1,91,2,21,0,NA,NA,17,4,1,0.753666698932648,169.488006591797,307.303985595703,221.703994750977,74.9759979248047,154.816009521484,159.157333374023,244.464004516602,462.119995117188,380.861328125
"1434",1,2,1,1,1,0,6,1,91,1,42,1,34,NA,5,3,2,0.780999958515167,215.426666259766,341.686676025391,380.920013427734,50.5488891601562,87.8399963378906,143.844436645508,265.975555419922,429.526672363281,524.764465332031
"1435",1,2,1,1,1,1,7,1,91,1,42,1,35,2,4,0,0,0.42849999666214,210.331436157227,422.293334960938,386.626678466797,80.9066696166992,104.2822265625,170.022216796875,291.238098144531,526.575561523438,556.64892578125
"1436",1,1,1,1,1,1,7,1,91,1,35,1,32,2,3,2,1,1.01099991798401,312.440002441406,326.706665039062,768.260009765625,117.177139282227,179.453338623047,156.666656494141,429.617126464844,506.160003662109,924.926635742188
"1437",1,3,1,1,1,1,7,1,91,1,37,1,36,2,NA,2,1,-0.118083357810974,436.559997558594,188.320007324219,582.080017089844,122.01904296875,350.937133789062,120.857780456543,558.579040527344,539.257141113281,702.937805175781
"1438",1,2,1,1,1,1,9,1,91,1,39,1,38,2,6,2,2,0.652499973773956,213.048889160156,247.764450073242,298.648895263672,127.251853942871,250.447418212891,96.8222198486328,340.300750732422,498.211853027344,395.471130371094
"1439",1,1,1,1,1,0,4,1,91,2,23,1,NA,0,14,2,1,0.65200001001358,352.029998779297,169.595001220703,205.440002441406,156.529998779297,136.486663818359,197.455001831055,508.559997558594,306.081665039062,402.89501953125
"1440",1,1,1,1,1,0,5,1,91,1,30,1,30,3,3,2,1,0.276000022888184,154.936004638672,252.520004272461,482.570007324219,91.5653305053711,93.8773345947266,168.443328857422,246.501342773438,346.397338867188,651.013305664062
"1441",1,1,1,1,1,1,4,1,91,1,34,1,30,2,9,1,1,-1.26700007915497,274.989990234375,201.160003662109,530.719970703125,41.5999984741211,136.396667480469,162.706665039062,316.589996337891,337.556671142578,693.426635742188
"1442",1,2,1,1,1,1,5,1,91,1,32,1,21,2,9,1,1,0.244499981403351,419.440002441406,364.656005859375,751.140014648438,129.325332641602,103.314666748047,191.077789306641,548.765319824219,467.970672607422,942.2177734375
"1443",1,1,1,1,1,1,6,1,91,1,36,0,35,2,4,0,0,0.862999975681305,169.773330688477,341.544006347656,527.1533203125,14.9177780151367,109.080001831055,158.31999206543,184.691101074219,450.6240234375,685.473327636719
"1444",1,1,1,1,1,1,5,1,91,1,25,1,25,2,9,2,1,0.0500000081956387,291.89599609375,308.160003662109,552.976013183594,152.498672485352,398.338684082031,135.615997314453,444.394653320312,706.498657226562,688.592041015625
"1445",1,1,1,1,1,1,7,1,91,1,44,1,43,2,4,0,0,-1.05110001564026,154.691421508789,161.417144775391,616.931457519531,101.687614440918,113.316192626953,91.1771392822266,256.379028320312,274.733337402344,708.108581542969
"1446",1,2,1,0,1,0,9,1,91,1,57,0,52,2,NA,0,0,0.0737857222557068,87.9777755737305,276.773345947266,144.568893432617,4.92000007629395,147.634078979492,114.25333404541,92.8977737426758,424.407409667969,258.822235107422
"1447",1,2,1,1,1,1,6,1,91,1,34,1,36,2,6,1,1,0.166999995708466,313.1533203125,195.657150268555,220.114288330078,60.102222442627,165.041900634766,58.6247634887695,373.255554199219,360.699035644531,278.739044189453
"1448",1,2,1,1,1,1,6,1,91,1,60,1,46,2,2,0,0,-0.792999982833862,368.079986572266,275.3466796875,491.130004882812,181.446670532227,321.115539550781,390.506652832031,549.526672363281,596.462219238281,881.636657714844
"1449",1,2,1,1,1,1,4,1,91,1,55,1,34,3,2,0,0,-0.869000017642975,231.119995117188,310.299987792969,497.549987792969,125.669998168945,235.773330688477,247.089996337891,356.789978027344,546.073303222656,744.640014648438
"1450",1,2,1,1,1,1,6,1,91,1,52,1,49,3,3,0,0,-0.197999984025955,238.966659545898,204.726669311523,339.342864990234,32.026668548584,45.5022201538086,247.535247802734,270.993316650391,250.228881835938,586.878112792969
