abdt tg inuidur1 inuidur2 female black hispanic othrace dep q1 q2 q3 q4  q5 q6 recall agelt35 agegt54 durable nondurable lusd husd muld  
10593 1 9 9 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1
10754 1 27 27 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1
10586 2 27 27 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1
10838 5 8 8 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
10523 5 27 27 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
10775 2 13 13 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10523 1 5 5 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10425 4 17 17 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0
10684 0 17 17 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0
10516 3 27 27 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0
10565 0 13 13 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10859 0 8 8 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10852 2 20 20 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
10649 5 7 7 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0
10649 6 27 27 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10824 3 30 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10579 0 8 8 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10796 3 7 7 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10530 2 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
10796 4 3 3 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10845 2 27 27 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10873 1 23 23 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0
10852 5 24 24 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 1 0
10796 2 17 17 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10635 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
10677 4 16 4 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
10866 3 27 27 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0
10614 6 27 27 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
10733 6 13 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0
10733 5 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10712 2 5 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
10691 6 2 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10670 6 6 6 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10859 0 21 21 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
10572 6 16 16 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
10537 2 27 27 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0
10614 3 27 27 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
10537 6 13 13 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0
10593 2 11 4 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10593 0 16 16 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0
10880 0 28 28 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0
10705 2 27 27 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0
10803 4 13 13 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10845 5 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10796 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0
10537 3 27 27 1 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0
10677 3 26 26 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10740 1 27 27 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10530 0 27 27 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10705 0 5 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10579 2 18 18 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10537 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10586 4 7 7 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10558 0 27 27 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1
10523 3 4 4 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 1
10838 1 27 27 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10684 5 6 6 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1
10866 1 3 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1
10572 0 6 6 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0
10831 1 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10530 5 17 17 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10754 2 12 12 1 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 1
10558 2 22 22 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0
10796 3 27 27 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0
10593 4 20 20 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10579 3 24 24 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
10712 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
10628 2 14 14 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10670 3 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10740 5 27 27 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
10670 2 16 16 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10803 3 17 17 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
10775 0 19 19 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0
10418 0 27 17 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0
10600 3 1 1 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0
10411 5 27 27 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 1 0
10565 0 2 2 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10754 4 12 12 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0
10684 0 20 20 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
10719 6 4 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0
10726 0 15 15 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10551 3 3 3 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0
10789 2 28 8 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0
10614 0 27 27 1 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10586 2 12 12 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0
10761 0 2 2 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
10523 5 24 24 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1
10635 6 2 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10817 5 2 2 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10831 0 3 3 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 1 0 0 1
10586 2 27 27 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10726 5 4 4 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0
10845 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10824 3 15 15 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1
10579 6 12 12 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0
10593 0 11 11 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1
10698 4 6 6 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10558 0 10 10 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0
10530 6 22 22 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
10579 3 9 9 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10754 4 5 5 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10558 1 2 2 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10733 0 8 8 0 0 0 0 2 0 0 0 1 0 0 0 1 0 1 0 0 0 1
10712 0 27 27 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10621 3 27 27 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10551 0 22 16 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0
10656 4 27 27 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
10656 1 3 3 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0
10796 5 3 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10600 0 9 9 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10579 5 8 8 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10754 3 20 20 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10621 6 5 5 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10859 4 27 27 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
10656 3 27 27 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10782 1 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10439 6 27 27 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0
10579 6 8 8 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10586 4 9 9 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0
10789 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0
10621 6 7 7 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0
10747 4 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0
10796 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10670 3 27 27 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10782 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0
10551 0 14 14 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10523 3 27 27 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10789 2 6 6 1 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10768 3 16 16 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
10803 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10572 6 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10831 0 27 27 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10614 1 6 6 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10530 0 1 1 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10544 4 27 27 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10621 4 26 26 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10775 2 27 27 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10782 4 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10775 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10516 2 27 27 0 0 0 0 2 0 1 0 0 0 0 0 1 0 1 0 0 0 1
10691 5 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0
10740 4 13 13 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0
10740 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10831 0 3 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10656 1 27 27 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10796 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10551 6 13 13 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10747 0 27 27 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10775 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10579 1 18 18 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10775 2 10 10 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10614 2 27 27 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10614 5 20 20 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 1 0 0
10852 3 30 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10733 4 6 6 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
10425 4 10 10 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0
10649 6 10 10 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10530 3 9 9 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
10628 4 3 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10726 3 6 6 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0
10544 6 27 27 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0
10593 2 3 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1
10607 0 4 4 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1
10614 3 10 10 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10593 6 27 27 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10642 4 17 17 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10873 3 2 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0
10691 0 9 9 1 0 0 0 2 0 0 0 1 0 0 1 1 0 0 1 0 1 0
10747 0 6 6 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10663 5 13 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
10586 6 4 4 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10677 5 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10614 4 22 22 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 0 1 0
10747 2 4 4 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0
10691 6 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10859 1 7 7 0 0 0 1 2 0 0 0 0 0 1 0 1 0 1 0 1 0 0
10726 6 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10789 0 6 6 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10670 1 16 16 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10614 2 27 27 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10621 6 6 6 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10551 2 20 20 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10586 3 10 10 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10565 4 7 7 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10740 3 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10719 2 13 13 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0
10866 0 8 8 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1
10516 0 12 12 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10754 4 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1
10838 1 18 18 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1
10845 3 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10824 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10607 2 5 5 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0
10537 5 21 21 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10817 5 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10810 5 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0
10523 5 4 4 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0
10516 6 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10810 1 8 8 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0
10425 3 21 21 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0
10677 4 27 27 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
10572 0 7 7 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
10803 4 27 27 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10831 4 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0
10691 2 27 27 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1
10537 6 14 14 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1
10803 0 27 27 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1
10838 3 24 24 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1
10866 5 10 5 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
10642 3 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1
10544 4 6 6 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
10593 6 3 3 1 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 1 0
10649 4 3 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0
10572 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10712 6 13 13 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
10852 5 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1
10705 2 2 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10719 0 1 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10516 1 12 9 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10607 1 8 8 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10880 5 24 24 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1
10754 6 12 12 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1
10593 4 7 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10789 4 31 14 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10810 1 2 2 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10712 3 21 21 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1
10544 1 22 22 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1
10705 5 27 27 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10691 1 18 18 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0
10873 5 29 29 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1
10789 2 4 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10523 3 27 27 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
10544 1 24 24 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0
10635 4 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
10831 0 17 6 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
10761 3 27 27 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1
10775 0 9 9 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10607 6 22 22 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
10873 2 20 17 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
10712 4 27 27 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0
10782 5 2 2 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 1
10803 2 13 13 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10817 0 27 27 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
10873 3 27 27 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
10572 0 10 10 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10824 5 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10544 4 1 1 1 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10698 2 11 11 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10607 6 7 7 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10607 2 8 8 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10537 0 19 19 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10775 0 27 27 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10726 6 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10719 0 27 27 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10775 3 27 27 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10691 2 24 24 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10670 3 5 5 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10628 3 6 6 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10579 6 27 27 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10670 2 15 15 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10866 5 9 9 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0
10733 2 27 27 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
10663 3 10 10 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10635 6 13 13 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1
10544 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
10824 2 27 27 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10642 0 9 9 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10782 5 13 13 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10873 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
10586 5 27 27 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
10670 5 15 15 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10558 0 27 27 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10768 2 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1
10824 5 21 11 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0
10733 3 22 22 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10845 2 27 27 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
10607 3 15 15 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
10544 0 27 27 1 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 1
10698 0 18 18 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
10656 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10831 0 1 1 0 0 0 0 2 0 0 0 0 1 0 0 1 0 1 0 1 0 0
10656 1 2 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10565 0 9 9 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0
10579 4 23 23 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0
10649 0 15 15 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10544 3 27 27 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10698 0 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0
10572 3 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0
10684 6 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
10754 4 7 7 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0
10544 0 10 10 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10600 3 6 6 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0
10579 3 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0
10537 5 25 25 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0
10747 0 14 14 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1
10719 0 18 18 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0
